insectID,reserv,taxa,trip,sex,location,lat,long,l.context,c.w,ce,total.poll,sc.total.poll,b.napus,e.planta,prot,aster,v.rosea,sola,acacia,fire,prop.noncrop,prop.crop,prop.tree,prop.flow,richness,predom.pollen,wood.crop,veg,shrubs,trees,dom.under,canopy,soil,debris,flow.cov,canola.cov,dist,scdist,native.veg,ag.field,year,changeover,zone100,zone50,zone200,Species,Simp,context.site,shan,even,rare.rich,rare.shan,rare.even
1Per1E1fly2,Per1E1,fly,1,U,Perenjori,-29.480033,116.201,canola,w,edge,307,0.307,0,0,0,307,0,0,0,0,1,0,0,1,1,0,wood,YGJ,0,28,native forbs,high,0.4,0.2,0.08,85,20.51,0.02051,3.564737,1.549344,1,yes,close,close,close,Muscidae sp1,Musc,canola edge,0,0,1,0,0
1Per1E2bee1,Per1E2,bee,1,F,Perenjori,-29.479967,116.199167,canola,w,edge,622,0.622,0,53,10,559,0,0,0,0,1,0,0.01607717,0.98392283,3,0,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.10667,85,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,Leioproctus sp21,Leio21,canola edge,0.372218424,0.338807811,1.185091984,0.372218424,0.338807811
1Per1E2bee2,Per1E2,bee,1,F,Perenjori,-29.479967,116.199167,canola,w,edge,6752,6.752,0,0,0,6752,0,0,0,0,1,0,0,1,1,0,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.10667,85,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,Leioproctus sp21,Leio21,canola edge,0,0,1,0,0
1Per1E2beetle1,Per1E2,beetle,1,U,Perenjori,-29.479967,116.199167,canola,w,edge,4833,4.833,0,0,0,4195,638,0,0,0,1,0,0,1,2,0,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.10667,85,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,Phlogistus sp1,Phlo1,canola edge,0.390188163,0.562922528,1.229212828,0.390188163,0.562922528
1Per1E2beetle2,Per1E2,beetle,1,U,Perenjori,-29.479967,116.199167,canola,w,edge,299,0.299,0,0,0,42,257,0,0,0,1,0,0,1,2,0,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.10667,85,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,Phlogistus sp1,Phlo1,canola edge,0.405812544,0.585463745,1.242284124,0.405812544,0.585463745
1Per1E2beetle3,Per1E2,beetle,1,U,Perenjori,-29.479967,116.199167,canola,w,edge,455,0.455,0,0,40,415,0,0,0,0,1,0,0.087912088,0.912087912,2,0,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.10667,85,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,Phlogistus sp1,Phlo1,canola edge,0.297680355,0.429461972,1.160720337,0.297680355,0.429461972
1Per1E2beetle4,Per1E2,beetle,1,U,Perenjori,-29.479967,116.199167,canola,w,edge,3032,3.032,0,0,0,3032,0,0,0,0,1,0,0,1,1,0,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.10667,85,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,Melyridae sp1,Mel1,canola edge,0,0,1,0,0
1Per1E2fly1,Per1E2,fly,1,U,Perenjori,-29.479967,116.199167,canola,w,edge,602,0.602,286,0,0,192,124,0,0,0,0.524916944,0.475083056,0,0.524916944,3,0,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.10667,85,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,Comptosia sp1,HvF2,canola edge,1.043500496,0.949835085,1.631196069,1.043500496,0.949835085
1Per1E2fly2,Per1E2,fly,1,U,Perenjori,-29.479967,116.199167,canola,w,edge,390,0.39,0,0,0,390,0,0,0,0,1,0,0,1,1,0,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.10667,85,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,Comptosia sp1,HvF2,canola edge,0,0,1,0,0
1Per1E2wasp1,Per1E2,wasp,1,U,Perenjori,-29.479967,116.199167,canola,w,edge,456,0.456,0,0,0,304,152,0,0,0,1,0,0,1,2,0,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.10667,85,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,Ichneumonidae sp1,IW,canola edge,0.636514168,0.918295834,1.445421245,0.636514168,0.918295834
1Per1E2wasp2,Per1E2,wasp,1,U,Perenjori,-29.479967,116.199167,canola,w,edge,53,0.053,0,0,0,53,0,0,0,0,1,0,0,1,1,0,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.10667,85,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,Hymenoptera wasp5,Wasp5,canola edge,0,0,1,0,0
1Per2C1bee1,Per2C1,bee,1,M,Perenjori,-29.477517,116.197067,wheat,w,core,268,0.268,0,0,0,268,0,0,0,0,1,0,0,1,1,0,wood,YGJ,0,6,native forbs,high,0.6,0.8,0.08444,NA,230.9,0.2309,3.564737,3.465845,1,no,far,far,far,Leioproctus sp22,Leio22,wheat core,0,0,1,0,0
1Per2C1bee2,Per2C1,bee,1,,Perenjori,-29.477517,116.197067,wheat,w,core,631,0.631,0,0,0,631,0,0,0,0,1,0,0,1,1,0,wood,YGJ,0,6,native forbs,high,0.6,0.8,0.08444,NA,230.9,0.2309,3.564737,3.465845,1,no,far,far,far,Leioproctus sp21,Leio21,wheat core,0,0,1,0,0
1Per2C1beetle1,Per2C1,beetle,1,U,Perenjori,-29.477517,116.197067,wheat,w,core,344,0.344,0,0,0,0,0,344,0,0,1,0,0,1,1,0,wood,YGJ,0,6,native forbs,high,0.6,0.8,0.08444,NA,230.9,0.2309,3.564737,3.465845,1,no,far,far,far,Melyridae sp1,Mel1,wheat core,0,0,1,0,0
1Per2C1beetle2,Per2C1,beetle,1,U,Perenjori,-29.477517,116.197067,canola,w,core,2210,2.21,0,0,0,2210,0,0,0,0,1,0,0,1,1,0,wood,YGJ,0,6,native forbs,high,0.6,0.8,0.08444,NA,230.9,0.2309,3.564737,3.465845,1,no,far,far,far,Melyridae sp1,Mel1,canola core,0,0,1,0,0
1Per2C1fly1,Per2C1,fly,1,U,Perenjori,-29.477517,116.197067,wheat,w,core,265,0.265,0,0,0,138,127,0,0,0,1,0,0,1,2,0,wood,YGJ,0,6,native forbs,high,0.6,0.8,0.08444,NA,230.9,0.2309,3.564737,3.465845,1,no,far,far,far,Aphoideae sp1,Aphid,wheat core,0.692285416,0.998756737,1.50102916,0.692285416,0.998756737
1Per2C1fly2,Per2C1,fly,1,U,Perenjori,-29.477517,116.197067,wheat,w,core,442,0.442,0,0,0,442,0,0,0,0,1,0,0,1,1,0,wood,YGJ,0,6,native forbs,high,0.6,0.8,0.08444,NA,230.9,0.2309,3.564737,3.465845,1,no,far,far,far,Comptosia sp1,HvF2,wheat core,0,0,1,0,0
1Per2C1fly3,Per2C1,fly,1,U,Perenjori,-29.477517,116.197067,wheat,w,core,112,0.112,0,0,0,0,112,0,0,0,1,0,0,1,1,0,wood,YGJ,0,6,native forbs,high,0.6,0.8,0.08444,NA,230.9,0.2309,3.564737,3.465845,1,no,far,far,far,Comptosia sp1,HvF2,wheat core,0,0,1,0,0
1Per2C1fly4,Per2C1,fly,1,U,Perenjori,-29.477517,116.197067,wheat,w,core,2,0.002,0,0,0,2,0,0,0,0,1,0,0,1,1,0,wood,YGJ,0,6,native forbs,high,0.6,0.8,0.08444,NA,230.9,0.2309,3.564737,3.465845,1,no,far,far,far,Comptosia sp2,HvF1,wheat core,0,0,1,0,0
1Per2C1wasp1,Per2C1,bee,1,F,Perenjori,-29.477517,116.197067,wheat,w,core,2885,2.885,0,0,0,0,2885,0,0,0,1,0,0,1,1,0,wood,YGJ,0,6,native forbs,high,0.6,0.8,0.08444,NA,230.9,0.2309,3.564737,3.465845,1,no,far,far,far,Neopasiphae mirabills,Neo,wheat core,0,0,1,0,0
1Per2C1wasp2,Per2C1,bee,1,F,Perenjori,-29.477517,116.197067,wheat,w,core,4662,4.662,0,0,62,0,4600,0,0,0,1,0,0.013299013,0.986700987,2,0,wood,YGJ,0,6,native forbs,high,0.6,0.8,0.08444,NA,230.9,0.2309,3.564737,3.465845,1,no,far,far,far,Neopasiphae mirabills,Neo,wheat core,0.070662794,0.101944863,1.02624993,0.070662794,0.101944863
1Per2E1bee1,Per2E1,bee,1,F,Perenjori,-29.47595,116.19495,wheat,w,edge,10534,10.534,0,10534,0,0,0,0,0,0,1,0,0,1,1,0,wood,YGJ,7,7,exotic forbs,low,0.3,0.4,0.06222,NA,17.12,0.01712,3.564737,3.465845,1,no,close,close,close,Apis mellifera,Apis,wheat edge,0,0,1,0,0
1Per2E1bee2,Per2E1,bee,1,F,Perenjori,-29.47595,116.19495,wheat,w,edge,135812,135.812,0,135812,0,0,0,0,0,0,1,0,0,1,1,0,wood,YGJ,7,7,exotic forbs,low,0.3,0.4,0.06222,NA,17.12,0.01712,3.564737,3.465845,1,no,close,close,close,Apis mellifera,Apis,wheat edge,0,0,1,0,0
1Per2E1beetle1,Per2E1,beetle,1,U,Perenjori,-29.47595,116.19495,wheat,w,edge,7092,7.092,0,7059,0,18,0,0,15,0,1,0,0.002115059,0.997884941,3,0,wood,YGJ,7,7,exotic forbs,low,0.3,0.4,0.06222,NA,17.12,0.01712,3.564737,3.465845,1,no,close,close,close,Melyridae sp1,Mel1,wheat edge,0.032836648,0.029889205,1.009275001,0.032836648,0.029889205
1Per2E1beetle2,Per2E1,beetle,1,U,Perenjori,-29.47595,116.19495,wheat,w,edge,7351,7.351,0,7277,0,74,0,0,0,0,1,0,0,1,2,0,wood,YGJ,7,7,exotic forbs,low,0.3,0.4,0.06222,NA,17.12,0.01712,3.564737,3.465845,1,no,close,close,close,Phlogistus sp1,Phlo1,wheat edge,0.05630761,0.08123471,1.019933352,0.05630761,0.08123471
1Per2E1wasp1,Per2E1,bee,1,F,Perenjori,-29.47595,116.19495,wheat,w,edge,1485,1.485,0,0,0,495,990,0,0,0,1,0,0,1,2,0,wood,YGJ,7,7,exotic forbs,low,0.3,0.4,0.06222,NA,17.12,0.01712,3.564737,3.465845,1,no,close,close,close,Neopasiphae mirabills,Neo,wheat edge,0.636514168,0.918295834,1.444743935,0.636514168,0.918295834
1Per2E2bee1,Per2E2,bee,1,F,Perenjori,-29.476867,116.194883,wheat,w,edge,25604,25.604,0,25470,0,100,0,0,34,0,1,0,0.001327918,0.998672082,3,0,wood,YGJ,7,3,exotic forbs,low,0.3,0.4,0.04444,NA,18.64,0.01864,3.564737,3.465845,1,no,close,close,close,Apis mellifera,Apis,wheat edge,0.03567423,0.032472083,1.010423114,0.03567423,0.032472083
1Per2E2bee2,Per2E2,bee,1,F,Perenjori,-29.476867,116.194883,wheat,w,edge,14435,14.435,0,14398,0,0,0,0,37,0,1,0,0.002563214,0.997436786,2,0,wood,YGJ,7,3,exotic forbs,low,0.3,0.4,0.04444,NA,18.64,0.01864,3.564737,3.465845,1,no,close,close,close,Apis mellifera,Apis,wheat edge,0.017853328,0.025756908,1.005113643,0.017853328,0.025756908
1Per2E2bee3,Per2E2,bee,1,F,Perenjori,-29.476867,116.194883,wheat,w,edge,13609,13.609,0,13609,0,0,0,0,0,0,1,0,0,1,1,0,wood,YGJ,7,3,exotic forbs,low,0.3,0.4,0.04444,NA,18.64,0.01864,3.564737,3.465845,1,no,close,close,close,Apis mellifera,Apis,wheat edge,0,0,1,0,0
1Per2E2beetle1,Per2E2,beetle,1,U,Perenjori,-29.476867,116.194883,wheat,w,edge,2967,2.967,0,167,0,2800,0,0,0,0,1,0,0,1,2,0,wood,YGJ,7,3,exotic forbs,low,0.3,0.4,0.04444,NA,18.64,0.01864,3.564737,3.465845,1,no,close,close,close,Melyridae sp1,Mel1,wheat edge,0.216623063,0.312521018,1.106271254,0.216623063,0.312521018
1Per2E2fly1,Per2E2,fly,1,U,Perenjori,-29.476867,116.194883,wheat,w,edge,2093,2.093,0,2093,0,0,0,0,0,0,1,0,0,1,1,0,wood,YGJ,7,3,exotic forbs,low,0.3,0.4,0.04444,NA,18.64,0.01864,3.564737,3.465845,1,no,close,close,close,Melangyna collatus complex,SF,wheat edge,0,0,1,0,0
1Road1CAN1bee1,Road1CAN1,bee,1,F,Roadside 1,-29.765883,116.4114,crop,r,crop,6890,6.89,6890,0,0,0,0,0,0,0,0,1,0,0,1,1,crop,canola,0,0,crop,low,0,0,1,100,0,0,0.048619,0.967782,1,no,NA,NA,NA,Apis mellifera,Apis,crop crop,0,0,1,0,0
1Road1CAN1bee2,Road1CAN1,bee,1,F,Roadside 1,-29.765883,116.4114,crop,r,crop,10219,10.219,10219,0,0,0,0,0,0,0,0,1,0,0,1,1,crop,canola,0,0,crop,low,0,0,1,100,0,0,0.048619,0.967782,1,no,NA,NA,NA,Apis mellifera,Apis,crop crop,0,0,1,0,0
1Road1CAN1bee3,Road1CAN1,bee,1,F,Roadside 1,-29.765883,116.4114,crop,r,crop,2978,2.978,2978,0,0,0,0,0,0,0,0,1,0,0,1,1,crop,canola,0,0,crop,low,0,0,1,100,0,0,0.048619,0.967782,1,no,NA,NA,NA,Apis mellifera,Apis,crop crop,0,0,1,0,0
1Road1CAN1bee4,Road1CAN1,bee,1,F,Roadside 1,-29.765883,116.4114,crop,r,crop,2428,2.428,2404,0,24,0,0,0,0,0,0.009884679,0.990115321,0.009884679,0,2,1,crop,canola,0,0,crop,low,0,0,1,100,0,0,0.048619,0.967782,1,no,NA,NA,NA,Apis mellifera,Apis,crop crop,0.055470945,0.080027657,1.019582009,0.055470945,0.080027657
1Road1CAN1bee5,Road1CAN1,bee,1,F,Roadside 1,-29.765883,116.4114,canola,r,crop,3890,3.89,3890,0,0,0,0,0,0,0,0,1,0,0,1,1,crop,canola,0,0,crop,low,0,0,1,100,0,0,0.048619,0.967782,1,no,NA,NA,NA,Apis mellifera,Apis,canola crop,0,0,1,0,0
1Road1CAN1beetle1,Road1CAN1,beetle,1,U,Roadside 1,-29.765883,116.4114,crop,r,crop,7817,7.817,7817,0,0,0,0,0,0,0,0,1,0,0,1,1,crop,canola,0,0,crop,low,0,0,1,100,0,0,0.048619,0.967782,1,no,NA,NA,NA,Phlogistus sp1,Phlo1,crop crop,0,0,1,0,0
1Road1CAN1fly1,Road1CAN1,fly,1,U,Roadside 1,-29.765883,116.4114,crop,r,crop,571,0.571,560,0,11,0,0,0,0,0,0.019264448,0.980735552,0.019264448,0,2,1,crop,canola,0,0,crop,low,0,0,1,100,0,0,0.048619,0.967782,1,no,NA,NA,NA,Muscidae sp1,Musc,crop crop,0.095162508,0.137290478,1.037852951,0.095162508,0.137290478
1Road1E1bee1,Road1E1,bee,1,M,Roadside 1,-29.765683,116.4114,canola,r,edge,1567,1.567,0,0,90,1281,0,0,196,0,1,0,0.182514359,0.817485641,3,0,wood,YGJ,0,6,native forbs,mid,0.1,0.4,0.12,100,6.62,0.00662,0.048619,0.967782,1,no,close,close,close,Leioproctus sp20,Leio20,canola edge,0.588854422,0.535998394,1.312973273,0.588854422,0.535998394
1Road1E1beetle1,Road1E1,beetle,1,U,Roadside 1,-29.765683,116.4114,canola,r,edge,3190,3.19,0,0,0,3190,0,0,0,0,1,0,0,1,1,0,wood,YGJ,0,6,native forbs,mid,0.1,0.4,0.12,100,6.62,0.00662,0.048619,0.967782,1,no,close,close,close,Phlogistus sp1,Phlo1,canola edge,0,0,1,0,0
1Road1E1fly1,Road1E1,fly,1,U,Roadside 1,-29.765683,116.4114,canola,r,edge,208,0.208,0,0,0,173,0,0,35,0,1,0,0.168269231,0.831730769,2,0,wood,YGJ,0,6,native forbs,mid,0.1,0.4,0.12,100,6.62,0.00662,0.048619,0.967782,1,no,close,close,close,Aphoideae sp1,Aphid,canola edge,0.453131214,0.653730156,1.281261613,0.453131214,0.653730156
1Road1E1fly2,Road1E1,fly,1,U,Roadside 1,-29.765683,116.4114,canola,r,edge,194,0.194,0,0,0,147,0,0,47,0,1,0,0.242268041,0.757731959,2,0,wood,YGJ,0,6,native forbs,mid,0.1,0.4,0.12,100,6.62,0.00662,0.048619,0.967782,1,no,close,close,close,Aphoideae sp1,Aphid,canola edge,0.553680182,0.798791653,1.369050799,0.553680182,0.798791653
1Road1E1fly3,Road1E1,fly,1,U,Roadside 1,-29.765683,116.4114,canola,r,edge,607,0.607,40,0,0,567,0,0,0,0,0.934102142,0.065897858,0,0.934102142,2,0,wood,YGJ,0,6,native forbs,mid,0.1,0.4,0.12,100,6.62,0.00662,0.048619,0.967782,1,no,close,close,close,Melangyna collatus complex,SF,canola edge,0.242896331,0.350425332,1.123313814,0.242896331,0.350425332
1Road1E1wasp1,Road1E1,wasp,1,U,Roadside 1,-29.765683,116.4114,canola,r,edge,269,0.269,0,0,0,242,0,0,27,0,1,0,0.100371747,0.899628253,2,0,wood,YGJ,0,6,native forbs,mid,0.1,0.4,0.12,100,6.62,0.00662,0.048619,0.967782,1,no,close,close,close,Ichneumonidae sp1,IW,canola edge,0.325899019,0.470172898,1.181268379,0.325899019,0.470172898
1Road1E1wasp2,Road1E1,wasp,1,U,Roadside 1,-29.765683,116.4114,canola,r,edge,637,0.637,0,0,0,597,0,0,40,0,1,0,0.062794349,0.937205651,2,0,wood,YGJ,0,6,native forbs,mid,0.1,0.4,0.12,100,6.62,0.00662,0.048619,0.967782,1,no,close,close,close,Ichneumonidae sp1,IW,canola edge,0.234588031,0.338438989,1.117887503,0.234588031,0.338438989
1Road1E1wasp3,Road1E1,wasp,1,U,Roadside 1,-29.765683,116.4114,canola,r,edge,1316,1.316,66,0,0,1118,0,0,132,0,0.949848024,0.050151976,0.100303951,0.849544073,3,0,wood,YGJ,0,6,native forbs,mid,0.1,0.4,0.12,100,6.62,0.00662,0.048619,0.967782,1,no,close,close,close,Ichneumonidae sp1,IW,canola edge,0.519266454,0.472656696,1.265900817,0.519266454,0.472656696
1Shrub1C1bee1,Shrub1C1,bee,1,F,Shrubland,-29.347883,116.167333,canola,w,core,26729,26.729,0,0,26729,0,0,0,0,0,1,0,1,0,1,0,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26222,80,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close,Apis mellifera,Apis,canola core,0,0,1,0,0
1Shrub1C1bee2,Shrub1C1,bee,1,M,Shrubland,-29.347883,116.167333,canola,w,core,1311,1.311,0,0,1311,0,0,0,0,0,1,0,1,0,1,0,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26222,80,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close,Leioproctus sp22,Leio22,canola core,0,0,1,0,0
1Shrub1C1bee3,Shrub1C1,bee,1,F,Shrubland,-29.347883,116.167333,canola,w,core,1759,1.759,0,0,1759,0,0,0,0,0,1,0,1,0,1,0,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26222,80,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close,Leioproctus sp18,Leio18,canola core,0,0,1,0,0
1Shrub1C1bee4,Shrub1C1,bee,1,F,Shrubland,-29.347883,116.167333,canola,w,core,9321,9.321,0,0,9321,0,0,0,0,0,1,0,1,0,1,0,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26222,80,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close,Leioproctus sp18,Leio18,canola core,0,0,1,0,0
1Shrub1C1bee5,Shrub1C1,bee,1,M,Shrubland,-29.347883,116.167333,canola,w,core,10480,10.48,0,0,10131,0,0,0,349,0,1,0,1,0,2,0,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26222,80,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close,Leioproctus sp18,Leio18,canola core,0.146037628,0.210687762,1.064391214,0.146037628,0.210687762
1Shrub1C1fly1,Shrub1C1,fly,1,U,Shrubland,-29.347883,116.167333,canola,w,core,562,0.562,0,0,562,0,0,0,0,0,1,0,1,0,1,0,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26222,80,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close,Muscidae sp1,Musc,canola core,0,0,1,0,0
1Shrub1C1fly2,Shrub1C1,fly,1,U,Shrubland,-29.347883,116.167333,canola,w,core,2233,2.233,0,0,2178,0,0,0,55,0,1,0,1,0,2,0,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26222,80,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close,Melangyna collatus complex,SF,canola core,0.115550503,0.166704138,1.048069283,0.115550503,0.166704138
1Shrub1C2beetle1,Shrub1C2,beetle,1,U,Shrubland,-29.3467,116.1688,canola,w,core,6585,6.585,66,0,0,6519,0,0,0,0,0.989977221,0.010022779,0,0.989977221,2,0,wood,YGJ,25,8,native forbs,low,0.2,0.4,0.12889,80,109.13,0.10913,0.112114,1.579029,1,yes,far,far,close,Phlogistus sp1,Phlo1,canola core,0.056106181,0.080944109,1.01984766,0.056106181,0.080944109
1Shrub1C2beetle2,Shrub1C2,beetle,1,U,Shrubland,-29.3467,116.1688,canola,w,core,7262,7.262,0,0,0,7262,0,0,0,0,1,0,0,1,1,0,wood,YGJ,25,8,native forbs,low,0.2,0.4,0.12889,80,109.13,0.10913,0.112114,1.579029,1,yes,far,far,close,Elateridae sp1,CB,canola core,0,0,1,0,0
1Shrub1C2fly1,Shrub1C2,fly,1,U,Shrubland,-29.3467,116.1688,canola,w,core,702,0.702,78,0,0,624,0,0,0,0,0.888888889,0.111111111,0,0.888888889,2,0,wood,YGJ,25,8,native forbs,low,0.2,0.4,0.12889,80,109.13,0.10913,0.112114,1.579029,1,yes,far,far,close,Aphoideae sp1,Aphid,canola core,0.348832096,0.503258335,1.197812649,0.348832096,0.503258335
1Shrub1C2wasp1,Shrub1C2,bee,1,F,Shrubland,-29.3467,116.1688,canola,w,core,492,0.492,16,0,0,476,0,0,0,0,0.967479675,0.032520325,0,0.967479675,2,0,wood,YGJ,25,8,native forbs,low,0.2,0.4,0.12889,80,109.13,0.10913,0.112114,1.579029,1,yes,far,far,close,Neopasiphae mirabills,Neo,canola core,0.143396769,0.206877808,1.063053665,0.143396769,0.206877808
1Shrub1CAN1bee1,Shrub1CAN1,bee,1,F,Shrubland,-29.346767,116.166917,crop,c,crop,6901,6.901,6866,0,35,0,0,0,0,0,0.005071729,0.994928271,0.005071729,0,2,1,crop,canola,0,0,crop,low,0,0,0.8,80,0,0,0.112114,1.579029,1,no,NA,NA,NA,Apis mellifera,Apis,crop crop,0.031858233,0.045961715,1.010093475,0.031858233,0.045961715
1Shrub1CAN1bee2,Shrub1CAN1,bee,1,F,Shrubland,-29.346767,116.166917,crop,c,crop,3209,3.209,3209,0,0,0,0,0,0,0,0,1,0,0,1,1,crop,canola,0,0,crop,low,0,0,0.8,80,0,0,0.112114,1.579029,1,no,NA,NA,NA,Lasioglossum sp2,Lasio2,crop crop,0,0,1,0,0
1Shrub1CAN1bee3,Shrub1CAN1,bee,1,F,Shrubland,-29.346767,116.166917,crop,c,crop,3620,3.62,3620,0,0,0,0,0,0,0,0,1,0,0,1,1,crop,canola,0,0,crop,low,0,0,0.8,80,0,0,0.112114,1.579029,1,no,NA,NA,NA,Lasioglossum sp2,Lasio2,crop crop,0,0,1,0,0
1Shrub1CAN1fly1,Shrub1CAN1,fly,1,U,Shrubland,-29.346767,116.166917,crop,c,crop,4168,4.168,4168,0,0,0,0,0,0,0,0,1,0,0,1,1,crop,canola,0,0,crop,low,0,0,0.8,80,0,0,0.112114,1.579029,1,no,NA,NA,NA,Melangyna collatus complex,SF,crop crop,0,0,1,0,0
1Shrub1CAN2bee1,Shrub1CAN2,bee,1,F,Shrubland,-29.347933,116.168633,crop,c,crop,11302,11.302,11302,0,0,0,0,0,0,0,0,1,0,0,1,1,crop,canola,0,0,crop,low,0,0,0.8,80,0,0,0.112114,1.579029,1,no,NA,NA,NA,Apis mellifera,Apis,crop crop,0,0,1,0,0
1Shrub1E1bee1,Shrub1E1,bee,1,F,Shrubland,-29.347133,116.166867,canola,w,edge,13240,13.24,0,0,13240,0,0,0,0,0,1,0,1,0,1,0,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,80,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close,Leioproctus sp18,Leio18,canola edge,0,0,1,0,0
1Shrub1E1bee2,Shrub1E1,bee,1,F,Shrubland,-29.347133,116.166867,canola,w,edge,8854,8.854,0,0,8854,0,0,0,0,0,1,0,1,0,1,0,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,80,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close,Leioproctus sp18,Leio18,canola edge,0,0,1,0,0
1Shrub1E1bee3,Shrub1E1,bee,1,M,Shrubland,-29.347133,116.166867,canola,w,edge,639,0.639,0,0,13,0,626,0,0,0,1,0,0.020344288,0.979655712,2,0,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,80,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close,Leioproctus sp15,Leio15,canola edge,0.099376013,0.143369281,1.039923274,0.099376013,0.143369281
1Shrub1E1bee4,Shrub1E1,bee,1,M,Shrubland,-29.347133,116.166867,canola,w,edge,3581,3.581,0,0,36,3545,0,0,0,0,1,0,0.010053058,0.989946942,2,0,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,80,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close,Leioproctus sp15,Leio15,canola edge,0.056245199,0.08114467,1.019909547,0.056245199,0.08114467
1Shrub1E1fly1,Shrub1E1,fly,1,M,Shrubland,-29.347133,116.166867,canola,w,edge,3219,3.219,1556,0,1663,0,0,0,0,0,0.516620068,0.483379932,0.516620068,0,2,0,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,80,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close,Melangyna collatus complex,SF,canola edge,0.692594625,0.999202831,1.499602751,0.692594625,0.999202831
1Shrub1E2bee1,Shrub1E2,bee,1,F,Shrubland,-29.347367,116.169167,canola,w,edge,4512,4.512,0,0,4512,0,0,0,0,0,1,0,1,0,1,0,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.10667,80,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close,Apis mellifera,Apis,canola edge,0,0,1,0,0
1Shrub1E2bee2,Shrub1E2,bee,1,F,Shrubland,-29.347367,116.169167,canola,w,edge,2947,2.947,0,0,2800,147,0,0,0,0,1,0,0.950118765,0.049881235,2,0,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.10667,80,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close,Apis mellifera,Apis,canola edge,0.198165399,0.285892238,1.09481837,0.198165399,0.285892238
1Shrub1E2bee3,Shrub1E2,bee,1,M,Shrubland,-29.347367,116.169167,canola,w,edge,2584,2.584,0,0,2584,0,0,0,0,0,1,0,1,0,1,0,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.10667,80,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close,Leioproctus sp18,Leio18,canola edge,0,0,1,0,0
1Xan1C1bee2,Xan1C1,bee,1,M,Xantippe,-30.274183,117.021217,canola,w,core,638,0.638,0,0,0,638,0,0,0,0,1,0,0,1,1,0,wood,YGJ,0,36,native forbs,mid,0.15,0.4,0.08889,100,114.96,0.11496,3.071285,1.124403,1,yes,far,far,close,Leioproctus sp15,Leio15,canola core,0,0,1,0,0
1Xan1C1bee3,Xan1C1,bee,1,M,Xantippe,-30.274183,117.021217,canola,w,core,1684,1.684,0,0,0,1684,0,0,0,0,1,0,0,1,1,0,wood,YGJ,0,36,native forbs,mid,0.15,0.4,0.08889,100,114.96,0.11496,3.071285,1.124403,1,yes,far,far,close,Leioproctus sp15,Leio15,canola core,0,0,1,0,0
