trip.site,taxa,abundance,site.year,site,location,trip,ec,trip.ec,l.context,site.type,wood.crop,veg,shrubs,trees,dom.under,canopy,soil,debris,flow.cov,canola.cov,dist,scdist,native.veg,ag.field,year,changeover,zone100,zone50,zone200,rich,shan,rare.rich,rare.shan
12lath1e2,beetle,0,1lath1e2,lath1e2,1lat,2,edge,2edge,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.05333,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,NA,NA,NA,NA
12lath1e2,bug,3,1lath1e2,lath1e2,1lat,2,edge,2edge,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.05333,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,NA,NA,NA,NA
12lath1e2,fly,2,1lath1e2,lath1e2,1lat,2,edge,2edge,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.05333,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,1,0,1,0
12lath1e2,wasp,1,1lath1e2,lath1e2,1lat,2,edge,2edge,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.05333,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,NA,NA,NA,NA
12luck1c1,bee,0,1luck1c1,luck1c1,1luc,2,core,2core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.07111,80,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
12luck1c1,bee,0,1luck1c1,luck1c1,1luc,2,core,2core,canola,w,wood,YGJ,6,20,native forbs,mid,0.6,0.4,0.07111,80,126.25,0.12625,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
12luck1c1,beetle,2,1luck1c1,luck1c1,1luc,2,core,2core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.07111,80,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,1,0,1,0
12luck1c1,beetle,2,1luck1c1,luck1c1,1luc,2,core,2core,canola,w,wood,YGJ,6,20,native forbs,mid,0.6,0.4,0.07111,80,126.25,0.12625,0.124233,2.635954,1,no,far,far,close,1,0,1,0
12luck1c1,bug,0,1luck1c1,luck1c1,1luc,2,core,2core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.07111,80,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
12luck1c1,bug,0,1luck1c1,luck1c1,1luc,2,core,2core,canola,w,wood,YGJ,6,20,native forbs,mid,0.6,0.4,0.07111,80,126.25,0.12625,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
12luck1c1,fly,2,1luck1c1,luck1c1,1luc,2,core,2core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.07111,80,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,2,0.693147181,2,0.693147181
12luck1c1,fly,2,1luck1c1,luck1c1,1luc,2,core,2core,canola,w,wood,YGJ,6,20,native forbs,mid,0.6,0.4,0.07111,80,126.25,0.12625,0.124233,2.635954,1,no,far,far,close,2,0.693147181,2,0.693147181
12luck1c1,wasp,0,1luck1c1,luck1c1,1luc,2,core,2core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.07111,80,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
12luck1c1,wasp,0,1luck1c1,luck1c1,1luc,2,core,2core,canola,w,wood,YGJ,6,20,native forbs,mid,0.6,0.4,0.07111,80,126.25,0.12625,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
12luck1c2,bee,1,1luck1c2,luck1c2,1luc,2,core,2core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04444,80,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,1,0,NA,NA
12luck1c2,beetle,3,1luck1c2,luck1c2,1luc,2,core,2core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04444,80,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,1,0,1,0
12luck1c2,bug,0,1luck1c2,luck1c2,1luc,2,core,2core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04444,80,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
12luck1c2,fly,0,1luck1c2,luck1c2,1luc,2,core,2core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04444,80,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
12luck1c2,wasp,0,1luck1c2,luck1c2,1luc,2,core,2core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04444,80,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
12luck1can1,bee,0,1luck1can1,luck1can1,1luc,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
12luck1can1,beetle,0,1luck1can1,luck1can1,1luc,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
12luck1can1,bug,0,1luck1can1,luck1can1,1luc,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
12luck1can1,fly,1,1luck1can1,luck1can1,1luc,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,0,NA,NA
12luck1can1,wasp,0,1luck1can1,luck1can1,1luc,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
12luck1can2,bee,1,1luck1can2,luck1can2,1luc,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,0,NA,NA
12luck1can2,bee,1,1luck1can2,luck1can2,1luc,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,0,NA,NA
12luck1can2,beetle,0,1luck1can2,luck1can2,1luc,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
12luck1can2,beetle,0,1luck1can2,luck1can2,1luc,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
12luck1can2,bug,0,1luck1can2,luck1can2,1luc,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
12luck1can2,bug,0,1luck1can2,luck1can2,1luc,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
12luck1can2,fly,2,1luck1can2,luck1can2,1luc,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,2,0.693147181,2,0.693147181
12luck1can2,fly,2,1luck1can2,luck1can2,1luc,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,2,0.693147181,2,0.693147181
12luck1can2,wasp,0,1luck1can2,luck1can2,1luc,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
12luck1can2,wasp,0,1luck1can2,luck1can2,1luc,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
12luck1e1,bee,1,1luck1e1,luck1e1,1luc,2,edge,2edge,canola,w,wood,YGJ,3,17,native forbs,mid,0.4,0.4,0.05778,100,20.4,0.0204,0.124233,2.635954,1,no,close,close,close,1,0,NA,NA
12luck1e1,beetle,1,1luck1e1,luck1e1,1luc,2,edge,2edge,canola,w,wood,YGJ,3,17,native forbs,mid,0.4,0.4,0.05778,100,20.4,0.0204,0.124233,2.635954,1,no,close,close,close,1,0,NA,NA
12luck1e1,bug,0,1luck1e1,luck1e1,1luc,2,edge,2edge,canola,w,wood,YGJ,3,17,native forbs,mid,0.4,0.4,0.05778,100,20.4,0.0204,0.124233,2.635954,1,no,close,close,close,NA,NA,NA,NA
12luck1e1,fly,1,1luck1e1,luck1e1,1luc,2,edge,2edge,canola,w,wood,YGJ,3,17,native forbs,mid,0.4,0.4,0.05778,100,20.4,0.0204,0.124233,2.635954,1,no,close,close,close,1,0,NA,NA
12luck1e1,wasp,0,1luck1e1,luck1e1,1luc,2,edge,2edge,canola,w,wood,YGJ,3,17,native forbs,mid,0.4,0.4,0.05778,100,20.4,0.0204,0.124233,2.635954,1,no,close,close,close,NA,NA,NA,NA
12luck1e2,bee,0,1luck1e2,luck1e2,1luc,2,edge,2edge,canola,w,wood,YGJ,0,2,native forbs,high,0.7,0.4,0.03111,80,22.16,0.02216,0.124233,2.635954,1,no,close,close,close,NA,NA,NA,NA
12luck1e2,beetle,2,1luck1e2,luck1e2,1luc,2,edge,2edge,canola,w,wood,YGJ,0,2,native forbs,high,0.7,0.4,0.03111,80,22.16,0.02216,0.124233,2.635954,1,no,close,close,close,1,0,1,0
12luck1e2,bug,0,1luck1e2,luck1e2,1luc,2,edge,2edge,canola,w,wood,YGJ,0,2,native forbs,high,0.7,0.4,0.03111,80,22.16,0.02216,0.124233,2.635954,1,no,close,close,close,NA,NA,NA,NA
12luck1e2,fly,1,1luck1e2,luck1e2,1luc,2,edge,2edge,canola,w,wood,YGJ,0,2,native forbs,high,0.7,0.4,0.03111,80,22.16,0.02216,0.124233,2.635954,1,no,close,close,close,1,0,NA,NA
12luck1e2,wasp,0,1luck1e2,luck1e2,1luc,2,edge,2edge,canola,w,wood,YGJ,0,2,native forbs,high,0.7,0.4,0.03111,80,22.16,0.02216,0.124233,2.635954,1,no,close,close,close,NA,NA,NA,NA
12mol1c1,bee,0,1mol1c1,mol1c1,1mol,2,core,2core,canola,w,wood,YGJ,1,6,native forbs,low,0.4,0.6,0.13333,80,115.81,0.11581,1.160919,0.304636,1,no,far,far,close,NA,NA,NA,NA
12mol1c1,beetle,1,1mol1c1,mol1c1,1mol,2,core,2core,canola,w,wood,YGJ,1,6,native forbs,low,0.4,0.6,0.13333,80,115.81,0.11581,1.160919,0.304636,1,no,far,far,close,1,0,NA,NA
12mol1c1,bug,0,1mol1c1,mol1c1,1mol,2,core,2core,canola,w,wood,YGJ,1,6,native forbs,low,0.4,0.6,0.13333,80,115.81,0.11581,1.160919,0.304636,1,no,far,far,close,NA,NA,NA,NA
12mol1c1,fly,1,1mol1c1,mol1c1,1mol,2,core,2core,canola,w,wood,YGJ,1,6,native forbs,low,0.4,0.6,0.13333,80,115.81,0.11581,1.160919,0.304636,1,no,far,far,close,1,0,NA,NA
12mol1c1,wasp,0,1mol1c1,mol1c1,1mol,2,core,2core,canola,w,wood,YGJ,1,6,native forbs,low,0.4,0.6,0.13333,80,115.81,0.11581,1.160919,0.304636,1,no,far,far,close,NA,NA,NA,NA
12mol1c2,bee,1,1mol1c2,mol1c2,1mol,2,core,2core,canola,w,wood,YGJ,10,5,native forbs,mid,0.4,0.6,0.11111,80,125.19,0.12519,1.160919,0.304636,1,no,far,far,close,1,0,NA,NA
12mol1c2,beetle,3,1mol1c2,mol1c2,1mol,2,core,2core,canola,w,wood,YGJ,10,5,native forbs,mid,0.4,0.6,0.11111,80,125.19,0.12519,1.160919,0.304636,1,no,far,far,close,2,0.636514168,1.666666667,0.636514168
12mol1c2,bug,0,1mol1c2,mol1c2,1mol,2,core,2core,canola,w,wood,YGJ,10,5,native forbs,mid,0.4,0.6,0.11111,80,125.19,0.12519,1.160919,0.304636,1,no,far,far,close,NA,NA,NA,NA
12mol1c2,fly,0,1mol1c2,mol1c2,1mol,2,core,2core,canola,w,wood,YGJ,10,5,native forbs,mid,0.4,0.6,0.11111,80,125.19,0.12519,1.160919,0.304636,1,no,far,far,close,NA,NA,NA,NA
12mol1c2,wasp,0,1mol1c2,mol1c2,1mol,2,core,2core,canola,w,wood,YGJ,10,5,native forbs,mid,0.4,0.6,0.11111,80,125.19,0.12519,1.160919,0.304636,1,no,far,far,close,NA,NA,NA,NA
12mol1can1,bee,2,1mol1can1,mol1can1,1mol,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,1.160919,0.304636,1,no,NA,NA,NA,1,0,1,0
12mol1can1,beetle,0,1mol1can1,mol1can1,1mol,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,1.160919,0.304636,1,no,NA,NA,NA,NA,NA,NA,NA
12mol1can1,bug,0,1mol1can1,mol1can1,1mol,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,1.160919,0.304636,1,no,NA,NA,NA,NA,NA,NA,NA
12mol1can1,fly,1,1mol1can1,mol1can1,1mol,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,1.160919,0.304636,1,no,NA,NA,NA,1,0,NA,NA
12mol1can1,wasp,0,1mol1can1,mol1can1,1mol,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,1.160919,0.304636,1,no,NA,NA,NA,NA,NA,NA,NA
12mol1can2,bee,2,1mol1can2,mol1can2,1mol,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,1.160919,0.304636,1,no,NA,NA,NA,1,0,1,0
12mol1can2,beetle,0,1mol1can2,mol1can2,1mol,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,1.160919,0.304636,1,no,NA,NA,NA,NA,NA,NA,NA
12mol1can2,bug,0,1mol1can2,mol1can2,1mol,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,1.160919,0.304636,1,no,NA,NA,NA,NA,NA,NA,NA
12mol1can2,fly,0,1mol1can2,mol1can2,1mol,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,1.160919,0.304636,1,no,NA,NA,NA,NA,NA,NA,NA
12mol1can2,wasp,0,1mol1can2,mol1can2,1mol,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,1.160919,0.304636,1,no,NA,NA,NA,NA,NA,NA,NA
12mol1e1,bee,0,1mol1e1,mol1e1,1mol,2,edge,2edge,canola,w,wood,YGJ,7,2,native forbs,low,0.3,0.4,0.24444,80,24.18,0.02418,1.160919,0.304636,1,no,close,close,close,NA,NA,NA,NA
12mol1e1,beetle,0,1mol1e1,mol1e1,1mol,2,edge,2edge,canola,w,wood,YGJ,7,2,native forbs,low,0.3,0.4,0.24444,80,24.18,0.02418,1.160919,0.304636,1,no,close,close,close,NA,NA,NA,NA
12mol1e1,bug,0,1mol1e1,mol1e1,1mol,2,edge,2edge,canola,w,wood,YGJ,7,2,native forbs,low,0.3,0.4,0.24444,80,24.18,0.02418,1.160919,0.304636,1,no,close,close,close,NA,NA,NA,NA
12mol1e1,fly,1,1mol1e1,mol1e1,1mol,2,edge,2edge,canola,w,wood,YGJ,7,2,native forbs,low,0.3,0.4,0.24444,80,24.18,0.02418,1.160919,0.304636,1,no,close,close,close,1,0,NA,NA
12mol1e1,wasp,0,1mol1e1,mol1e1,1mol,2,edge,2edge,canola,w,wood,YGJ,7,2,native forbs,low,0.3,0.4,0.24444,80,24.18,0.02418,1.160919,0.304636,1,no,close,close,close,NA,NA,NA,NA
12mol1e2,bee,1,1mol1e2,mol1e2,1mol,2,edge,2edge,canola,w,wood,YGJ,6,1,native forbs,low,0.2,0.4,0.29333,80,20.42,0.02042,1.160919,0.304636,1,no,close,close,close,1,0,NA,NA
12mol1e2,beetle,1,1mol1e2,mol1e2,1mol,2,edge,2edge,canola,w,wood,YGJ,6,1,native forbs,low,0.2,0.4,0.29333,80,20.42,0.02042,1.160919,0.304636,1,no,close,close,close,1,0,NA,NA
12mol1e2,bug,0,1mol1e2,mol1e2,1mol,2,edge,2edge,canola,w,wood,YGJ,6,1,native forbs,low,0.2,0.4,0.29333,80,20.42,0.02042,1.160919,0.304636,1,no,close,close,close,NA,NA,NA,NA
12mol1e2,fly,0,1mol1e2,mol1e2,1mol,2,edge,2edge,canola,w,wood,YGJ,6,1,native forbs,low,0.2,0.4,0.29333,80,20.42,0.02042,1.160919,0.304636,1,no,close,close,close,NA,NA,NA,NA
12mol1e2,wasp,0,1mol1e2,mol1e2,1mol,2,edge,2edge,canola,w,wood,YGJ,6,1,native forbs,low,0.2,0.4,0.29333,80,20.42,0.02042,1.160919,0.304636,1,no,close,close,close,NA,NA,NA,NA
12mol2c1,bee,7,1mol2c1,mol2c1,1mol,2,core,2core,wheat,w,wood,YGJ,6,2,native forbs,low,0.3,0.2,0.19556,NA,139.46,0.13946,1.160919,4.298507,1,no,far,far,close,3,0.79631164,1.523809524,0.79631164
12mol2c1,beetle,0,1mol2c1,mol2c1,1mol,2,core,2core,wheat,w,wood,YGJ,6,2,native forbs,low,0.3,0.2,0.19556,NA,139.46,0.13946,1.160919,4.298507,1,no,far,far,close,NA,NA,NA,NA
12mol2c1,bug,0,1mol2c1,mol2c1,1mol,2,core,2core,wheat,w,wood,YGJ,6,2,native forbs,low,0.3,0.2,0.19556,NA,139.46,0.13946,1.160919,4.298507,1,no,far,far,close,NA,NA,NA,NA
12mol2c1,fly,0,1mol2c1,mol2c1,1mol,2,core,2core,wheat,w,wood,YGJ,6,2,native forbs,low,0.3,0.2,0.19556,NA,139.46,0.13946,1.160919,4.298507,1,no,far,far,close,NA,NA,NA,NA
12mol2c1,wasp,0,1mol2c1,mol2c1,1mol,2,core,2core,wheat,w,wood,YGJ,6,2,native forbs,low,0.3,0.2,0.19556,NA,139.46,0.13946,1.160919,4.298507,1,no,far,far,close,NA,NA,NA,NA
12mol2e2,bee,1,1mol2e2,mol2e2,1mol,2,edge,2edge,wheat,w,wood,YGJ,14,1,native forbs,low,0.3,0.4,0.28444,NA,53.68,0.05368,1.160919,4.298507,1,no,close,far,close,1,0,NA,NA
12mol2e2,beetle,0,1mol2e2,mol2e2,1mol,2,edge,2edge,wheat,w,wood,YGJ,14,1,native forbs,low,0.3,0.4,0.28444,NA,53.68,0.05368,1.160919,4.298507,1,no,close,far,close,NA,NA,NA,NA
12mol2e2,bug,1,1mol2e2,mol2e2,1mol,2,edge,2edge,wheat,w,wood,YGJ,14,1,native forbs,low,0.3,0.4,0.28444,NA,53.68,0.05368,1.160919,4.298507,1,no,close,far,close,NA,NA,NA,NA
12mol2e2,fly,0,1mol2e2,mol2e2,1mol,2,edge,2edge,wheat,w,wood,YGJ,14,1,native forbs,low,0.3,0.4,0.28444,NA,53.68,0.05368,1.160919,4.298507,1,no,close,far,close,NA,NA,NA,NA
12mol2e2,wasp,4,1mol2e2,mol2e2,1mol,2,edge,2edge,wheat,w,wood,YGJ,14,1,native forbs,low,0.3,0.4,0.28444,NA,53.68,0.05368,1.160919,4.298507,1,no,close,far,close,NA,NA,NA,NA
12per1c1,bee,4,1per1c1,per1c1,1per,2,core,2core,canola,c/w,wood,YGJ,35,10,native forbs,high,0.3,0.6,0.06667,60,239.88,0.23988,3.564737,1.549344,1,yes,far,far,far,2,0.693147181,1.666666667,0.693147181
12per1c1,beetle,2,1per1c1,per1c1,1per,2,core,2core,canola,c/w,wood,YGJ,35,10,native forbs,high,0.3,0.6,0.06667,60,239.88,0.23988,3.564737,1.549344,1,yes,far,far,far,1,0,1,0
12per1c1,bug,0,1per1c1,per1c1,1per,2,core,2core,canola,c/w,wood,YGJ,35,10,native forbs,high,0.3,0.6,0.06667,60,239.88,0.23988,3.564737,1.549344,1,yes,far,far,far,NA,NA,NA,NA
12per1c1,fly,3,1per1c1,per1c1,1per,2,core,2core,canola,c/w,wood,YGJ,35,10,native forbs,high,0.3,0.6,0.06667,60,239.88,0.23988,3.564737,1.549344,1,yes,far,far,far,2,0.636514168,1.666666667,0.636514168
12per1c1,wasp,0,1per1c1,per1c1,1per,2,core,2core,canola,c/w,wood,YGJ,35,10,native forbs,high,0.3,0.6,0.06667,60,239.88,0.23988,3.564737,1.549344,1,yes,far,far,far,NA,NA,NA,NA
12per1c2,bee,10,1per1c2,per1c2,1per,2,core,2core,canola,w,wood,YGJ,8,4,native forbs,mid,0.2,0.2,0.16,60,146.14,0.14614,3.564737,1.549344,1,yes,far,far,close,5,1.470808476,1.822222222,1.470808476
12per1c2,bee,10,1per1c2,per1c2,1per,2,core,2core,canola,w,wood,YGJ,8,4,native forbs,mid,0.2,0.2,0.16,85,146.14,0.14614,3.564737,1.549344,1,yes,far,far,close,5,1.470808476,1.822222222,1.470808476
12per1c2,beetle,1,1per1c2,per1c2,1per,2,core,2core,canola,w,wood,YGJ,8,4,native forbs,mid,0.2,0.2,0.16,60,146.14,0.14614,3.564737,1.549344,1,yes,far,far,close,1,0,NA,NA
12per1c2,beetle,1,1per1c2,per1c2,1per,2,core,2core,canola,w,wood,YGJ,8,4,native forbs,mid,0.2,0.2,0.16,85,146.14,0.14614,3.564737,1.549344,1,yes,far,far,close,1,0,NA,NA
12per1c2,bug,0,1per1c2,per1c2,1per,2,core,2core,canola,w,wood,YGJ,8,4,native forbs,mid,0.2,0.2,0.16,60,146.14,0.14614,3.564737,1.549344,1,yes,far,far,close,NA,NA,NA,NA
12per1c2,bug,0,1per1c2,per1c2,1per,2,core,2core,canola,w,wood,YGJ,8,4,native forbs,mid,0.2,0.2,0.16,85,146.14,0.14614,3.564737,1.549344,1,yes,far,far,close,NA,NA,NA,NA
12per1c2,fly,0,1per1c2,per1c2,1per,2,core,2core,canola,w,wood,YGJ,8,4,native forbs,mid,0.2,0.2,0.16,60,146.14,0.14614,3.564737,1.549344,1,yes,far,far,close,NA,NA,NA,NA
12per1c2,fly,0,1per1c2,per1c2,1per,2,core,2core,canola,w,wood,YGJ,8,4,native forbs,mid,0.2,0.2,0.16,85,146.14,0.14614,3.564737,1.549344,1,yes,far,far,close,NA,NA,NA,NA
12per1c2,wasp,1,1per1c2,per1c2,1per,2,core,2core,canola,w,wood,YGJ,8,4,native forbs,mid,0.2,0.2,0.16,60,146.14,0.14614,3.564737,1.549344,1,yes,far,far,close,NA,NA,NA,NA
12per1c2,wasp,1,1per1c2,per1c2,1per,2,core,2core,canola,w,wood,YGJ,8,4,native forbs,mid,0.2,0.2,0.16,85,146.14,0.14614,3.564737,1.549344,1,yes,far,far,close,NA,NA,NA,NA
12per1can1,bee,6,1per1can1,per1can1,1per,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,2,0.636514168,1.533333333,0.636514168
12per1can1,bee,6,1per1can1,per1can1,1per,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,2,0.636514168,1.533333333,0.636514168
12per1can1,beetle,0,1per1can1,per1can1,1per,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can1,beetle,0,1per1can1,per1can1,1per,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can1,bug,0,1per1can1,per1can1,1per,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can1,bug,0,1per1can1,per1can1,1per,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can1,fly,2,1per1can1,per1can1,1per,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,2,0.693147181,2,0.693147181
12per1can1,fly,2,1per1can1,per1can1,1per,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,2,0.693147181,2,0.693147181
12per1can1,wasp,0,1per1can1,per1can1,1per,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can1,wasp,0,1per1can1,per1can1,1per,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can2,bee,8,1per1can2,per1can2,1per,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,2,0.376770161,1.25,0.376770161
12per1can2,bee,8,1per1can2,per1can2,1per,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,2,0.376770161,1.25,0.376770161
12per1can2,beetle,0,1per1can2,per1can2,1per,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can2,beetle,0,1per1can2,per1can2,1per,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can2,bug,0,1per1can2,per1can2,1per,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can2,bug,0,1per1can2,per1can2,1per,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can2,fly,0,1per1can2,per1can2,1per,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can2,fly,0,1per1can2,per1can2,1per,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can2,wasp,1,1per1can2,per1can2,1per,2,crop,2crop,canola,c,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1can2,wasp,1,1per1can2,per1can2,1per,2,crop,2crop,canola,w,crop,canola,0,0,crop,low,0,0,0.6,60,NA,NA,3.564737,1.549344,1,no,NA,NA,NA,NA,NA,NA,NA
12per1e1,bee,7,1per1e1,per1e1,1per,2,edge,2edge,canola,w,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.09778,60,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,4,1.277034259,1.80952381,1.277034259
12per1e1,beetle,4,1per1e1,per1e1,1per,2,edge,2edge,canola,w,wood,YGJ,1,25,native forbs,mid,0.4,0.4,0.09778,60,30.05,0.03005,3.564737,1.549344,1,yes,close,close,close,2,0.562335145,1.5,0.562335145
