insectID,site,trip.site,site.can,taxa,trip,loc.trip,loc.land.trip,loc.trip.ec,morpho,morpho.order,family,simp.name,genus,species,sex,lat,long,location,can.cov,loc.can,loc.land,l.context,c/w,ce,total.poll,plant,freq,avg,prop.freq,b.napus,e.planta,prot,aster,v.rosea,sola,acacia,fire,prop.noncrop,prop.crop,prop.tree,prop.flow,richness,wood.crop,veg,shrubs,trees,dom.under,canopy,soil,debris,flow.cov,canola.cov,dist,scdist,native.veg,ag.field,year,changeover,zone100,zone50,zone200
2Road2CAN1fly1,Road2CAN1,2Road2CAN1,Road2CAN1LOW,fly,2,Roadside 22,Roadside 2.canola2,Roadside 22crop,SF,41,Syrphidae,Syrphidae,NA,NA,U,-29.7579,116.484117,Roadside 2,LOW,Roadside 2LOW,Roadside 2.canola,canola,c,crop,412,aster,21,2387.8916,0.008794369,288,103,0,21,0,0,0,0,0.300970874,0.699029126,0,0.300970874,3,crop,canola,0,0,crop,low,0,0,0.1,10,NA,NA,0.000584,0.937644,1,no,NA,NA,NA
2Shrub1C1bee3,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,14,7,Colletidae,Colletidae,NA,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,242,prot,242,1472.25,0.164374257,0,0,242,0,0,0,0,0,1,0,1,0,1,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1fly1,Shrub1C1,2Shrub1C1,Shrub1C1MID,fly,2,Shrubland2,Shrubland.canola2,Shrubland2core,HvF,42,Bombyliidae,Bombyliidae,NA,NA,U,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,434,prot,54,1472.25,0.036678553,0,0,54,0,380,0,0,0,1,0,0.124423963,0.875576037,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1fly1,Shrub1C1,2Shrub1C1,Shrub1C1MID,fly,2,Shrubland2,Shrubland.canola2,Shrubland2core,HvF,42,Bombyliidae,Bombyliidae,NA,NA,U,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,434,v.rosea,380,3128.14,0.121477939,0,0,54,0,380,0,0,0,1,0,0.124423963,0.875576037,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp1,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,265,prot,164,1472.25,0.111394125,0,0,164,0,101,0,0,0,1,0,0.618867925,0.381132075,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp1,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,265,v.rosea,101,3128.14,0.032287557,0,0,164,0,101,0,0,0,1,0,0.618867925,0.381132075,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp2,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,202,prot,84,1472.25,0.057055527,0,0,84,0,118,0,0,0,1,0,0.415841584,0.584158416,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp2,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,202,v.rosea,118,3128.14,0.037722097,0,0,84,0,118,0,0,0,1,0,0.415841584,0.584158416,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp3,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,265,prot,64,1472.25,0.043470878,0,0,64,201,0,0,0,0,1,0,0.241509434,0.758490566,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp3,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,265,aster,201,2387.8916,0.084174675,0,0,64,201,0,0,0,0,1,0,0.241509434,0.758490566,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp4,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,110,prot,33,1472.25,0.022414671,0,0,33,0,77,0,0,0,1,0,0.3,0.7,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp4,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,110,v.rosea,77,3128.14,0.024615267,0,0,33,0,77,0,0,0,1,0,0.3,0.7,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp5,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,238,prot,40,1472.25,0.027169299,0,0,40,119,0,79,0,0,1,0,0.168067227,0.831932773,3,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp5,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,238,aster,119,2387.8916,0.049834758,0,0,40,119,0,79,0,0,1,0,0.168067227,0.831932773,3,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp5,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,238,sola,79,504.4062,0.156619804,0,0,40,119,0,79,0,0,1,0,0.168067227,0.831932773,3,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp6,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,178,prot,134,1472.25,0.091017151,0,0,134,0,44,0,0,0,1,0,0.752808989,0.247191011,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C1wasp6,Shrub1C1,2Shrub1C1,Shrub1C1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347883,116.167333,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,core,178,v.rosea,44,3128.14,0.014065867,0,0,134,0,44,0,0,0,1,0,0.752808989,0.247191011,2,wood,YGJ,33,10,native forbs,low,0.15,0.2,0.26667,40,102.48,0.10248,0.112114,1.579029,1,yes,far,far,close
2Shrub1C2bee1,Shrub1C2,2Shrub1C2,Shrub1C2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,13,2,Colletidae,Colletidae,NA,NA,M,-29.3467,116.1688,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,core,120,v.rosea,120,3128.14,0.038361454,0,0,0,0,120,0,0,0,1,0,0,1,1,wood,YGJ,25,8,native forbs,low,0.2,0.4,0.14667,25,109.13,0.10913,0.112114,1.579029,1,yes,far,far,close
2Shrub1C2bee2,Shrub1C2,2Shrub1C2,Shrub1C2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2core,14,7,Colletidae,Colletidae,Leoproctus,NA,F,-29.3467,116.1688,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,core,141,prot,141,1472.25,0.095771778,0,0,141,0,0,0,0,0,1,0,1,0,1,wood,YGJ,25,8,native forbs,low,0.2,0.4,0.14667,25,109.13,0.10913,0.112114,1.579029,1,yes,far,far,close
2Shrub1CAN1bee1,Shrub1CAN1,2Shrub1CAN1,Shrub1CAN1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2crop,2,25,Halictidae,Halictidae,Lasioglossum,NA,F,-29.346767,116.166917,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,c,crop,1508,b.napus,1508,2283.1043,0.660504209,1508,0,0,0,0,0,0,0,0,1,0,0,1,crop,canola,0,0,crop,low,0,0,0.4,40,NA,NA,0.112114,1.579029,1,no,NA,NA,NA
2Shrub1CAN1bee3,Shrub1CAN1,2Shrub1CAN1,Shrub1CAN1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2crop,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.346767,116.166917,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,c,crop,567,b.napus,539,2283.1043,0.236082075,539,0,28,0,0,0,0,0,0.049382716,0.950617284,0.049382716,0,2,crop,canola,0,0,crop,low,0,0,0.4,40,NA,NA,0.112114,1.579029,1,no,NA,NA,NA
2Shrub1CAN1bee3,Shrub1CAN1,2Shrub1CAN1,Shrub1CAN1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2crop,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.346767,116.166917,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,c,crop,567,prot,28,1472.25,0.019018509,539,0,28,0,0,0,0,0,0.049382716,0.950617284,0.049382716,0,2,crop,canola,0,0,crop,low,0,0,0.4,40,NA,NA,0.112114,1.579029,1,no,NA,NA,NA
2Shrub1CAN1bee4,Shrub1CAN1,2Shrub1CAN1,Shrub1CAN1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2crop,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.346767,116.166917,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,c,crop,358,b.napus,358,2283.1043,0.15680405,358,0,0,0,0,0,0,0,0,1,0,0,1,crop,canola,0,0,crop,low,0,0,0.4,40,NA,NA,0.112114,1.579029,1,no,NA,NA,NA
2Shrub1CAN1bee5,Shrub1CAN1,2Shrub1CAN1,Shrub1CAN1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2crop,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.346767,116.166917,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,c,crop,305,b.napus,305,2283.1043,0.133590042,305,0,0,0,0,0,0,0,0,1,0,0,1,crop,canola,0,0,crop,low,0,0,0.4,40,NA,NA,0.112114,1.579029,1,no,NA,NA,NA
2Shrub1CAN2bee1,Shrub1CAN2,2Shrub1CAN2,Shrub1CAN2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2crop,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.347933,116.168633,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,c,crop,1042,b.napus,1041,2283.1043,0.455958144,1041,0,1,0,0,0,0,0,0.000959693,0.999040307,0.000959693,0,2,crop,canola,0,0,crop,low,0,0,0.25,25,NA,NA,0.112114,1.579029,1,no,NA,NA,NA
2Shrub1CAN2bee1,Shrub1CAN2,2Shrub1CAN2,Shrub1CAN2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2crop,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.347933,116.168633,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,c,crop,1042,prot,1,1472.25,0.000679232,1041,0,1,0,0,0,0,0,0.000959693,0.999040307,0.000959693,0,2,crop,canola,0,0,crop,low,0,0,0.25,25,NA,NA,0.112114,1.579029,1,no,NA,NA,NA
2Shrub1CAN2bee2,Shrub1CAN2,2Shrub1CAN2,Shrub1CAN2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2crop,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.347933,116.168633,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,c,crop,299,b.napus,298,2283.1043,0.130524041,298,0,1,0,0,0,0,0,0.003344482,0.996655518,0.003344482,0,2,crop,canola,0,0,crop,low,0,0,0.25,25,NA,NA,0.112114,1.579029,1,no,NA,NA,NA
2Shrub1CAN2bee2,Shrub1CAN2,2Shrub1CAN2,Shrub1CAN2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2crop,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.347933,116.168633,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,c,crop,299,prot,1,1472.25,0.000679232,298,0,1,0,0,0,0,0,0.003344482,0.996655518,0.003344482,0,2,crop,canola,0,0,crop,low,0,0,0.25,25,NA,NA,0.112114,1.579029,1,no,NA,NA,NA
2Shrub1CAN2fly1,Shrub1CAN2,2Shrub1CAN2,Shrub1CAN2LOW,fly,2,Shrubland2,Shrubland.canola2,Shrubland2crop,SF,41,Syrphidae,Syrphidae,NA,NA,U,-29.347933,116.168633,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,c,crop,247,b.napus,232,2283.1043,0.101616032,232,0,15,0,0,0,0,0,0.060728745,0.939271255,0.060728745,0,2,crop,canola,0,0,crop,low,0,0,0.25,25,NA,NA,0.112114,1.579029,1,no,NA,NA,NA
2Shrub1CAN2fly1,Shrub1CAN2,2Shrub1CAN2,Shrub1CAN2LOW,fly,2,Shrubland2,Shrubland.canola2,Shrubland2crop,SF,41,Syrphidae,Syrphidae,NA,NA,U,-29.347933,116.168633,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,c,crop,247,prot,15,1472.25,0.010188487,232,0,15,0,0,0,0,0,0.060728745,0.939271255,0.060728745,0,2,crop,canola,0,0,crop,low,0,0,0.25,25,NA,NA,0.112114,1.579029,1,no,NA,NA,NA
2Shrub1E1bee3,Shrub1E1,2Shrub1E1,Shrub1E1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.347133,116.166867,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,edge,230,b.napus,10,2283.1043,0.004380001,10,0,220,0,0,0,0,0,0.956521739,0.043478261,0.956521739,0,2,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,40,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close
2Shrub1E1bee3,Shrub1E1,2Shrub1E1,Shrub1E1MID,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.347133,116.166867,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,edge,230,prot,220,1472.25,0.149431143,10,0,220,0,0,0,0,0,0.956521739,0.043478261,0.956521739,0,2,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,40,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close
2Shrub1E1beetle1,Shrub1E1,2Shrub1E1,Shrub1E1MID,beetle,2,Shrubland2,Shrubland.canola2,Shrubland2edge,OB,32,OB,OB,NA,NA,U,-29.347133,116.166867,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,edge,385,prot,366,1472.25,0.248599083,0,0,366,0,19,0,0,0,1,0,0.950649351,0.049350649,2,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,40,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close
2Shrub1E1beetle1,Shrub1E1,2Shrub1E1,Shrub1E1MID,beetle,2,Shrubland2,Shrubland.canola2,Shrubland2edge,OB,32,OB,OB,NA,NA,U,-29.347133,116.166867,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,edge,385,v.rosea,19,3128.14,0.006073897,0,0,366,0,19,0,0,0,1,0,0.950649351,0.049350649,2,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,40,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close
2Shrub1E1fly1,Shrub1E1,2Shrub1E1,Shrub1E1MID,fly,2,Shrubland2,Shrubland.canola2,Shrubland2edge,SF,41,Syrphidae,Syrphidae,NA,NA,U,-29.347133,116.166867,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,edge,1001,prot,67,1472.25,0.045508575,0,0,67,934,0,0,0,0,1,0,0.066933067,0.933066933,2,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,40,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close
2Shrub1E1fly1,Shrub1E1,2Shrub1E1,Shrub1E1MID,fly,2,Shrubland2,Shrubland.canola2,Shrubland2edge,SF,41,Syrphidae,Syrphidae,NA,NA,U,-29.347133,116.166867,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,edge,1001,aster,934,2387.8916,0.391140033,0,0,67,934,0,0,0,0,1,0,0.066933067,0.933066933,2,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,40,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close
2Shrub1E1fly2,Shrub1E1,2Shrub1E1,Shrub1E1MID,fly,2,Shrubland2,Shrubland.canola2,Shrubland2edge,SF,41,Syrphidae,Syrphidae,NA,NA,U,-29.347133,116.166867,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,edge,216,prot,201,1472.25,0.136525726,0,0,201,15,0,0,0,0,1,0,0.930555556,0.069444444,2,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,40,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close
2Shrub1E1fly2,Shrub1E1,2Shrub1E1,Shrub1E1MID,fly,2,Shrubland2,Shrubland.canola2,Shrubland2edge,SF,41,Syrphidae,Syrphidae,NA,NA,U,-29.347133,116.166867,Shrubland,MID,ShrublandMID,Shrubland.canola,canola,w,edge,216,aster,15,2387.8916,0.006281692,0,0,201,15,0,0,0,0,1,0,0.930555556,0.069444444,2,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,40,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2bee4,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,13,2,Colletidae,Colletidae,NA,NA,M,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,213,prot,149,1472.25,0.101205638,0,0,149,64,0,0,0,0,1,0,0.699530516,0.300469484,2,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2bee4,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,13,2,Colletidae,Colletidae,NA,NA,M,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,213,aster,64,2387.8916,0.026801887,0,0,149,64,0,0,0,0,1,0,0.699530516,0.300469484,2,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2bee5,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,4,9,Colletidae,Colletidae,NA,NA,M,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,171,b.napus,9,2283.1043,0.003942001,9,0,162,0,0,0,0,0,0.947368421,0.052631579,0.947368421,0,2,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2bee5,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,4,9,Colletidae,Colletidae,NA,NA,M,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,171,prot,162,1472.25,0.11003566,9,0,162,0,0,0,0,0,0.947368421,0.052631579,0.947368421,0,2,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2bee6,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,418,b.napus,42,2283.1043,0.018396006,42,0,376,0,0,0,0,0,0.899521531,0.100478469,0.899521531,0,2,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2bee6,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,HB,1,Apidae,Apidae,Apis,mellifera,F,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,418,prot,376,1472.25,0.255391408,42,0,376,0,0,0,0,0,0.899521531,0.100478469,0.899521531,0,2,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2fly1,Shrub1E2,2Shrub1E2,Shrub1E2LOW,fly,2,Shrubland2,Shrubland.canola2,Shrubland2edge,HF,43,Muscidae,Muscidae,Musca,NA,U,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,459,prot,428,1472.25,0.290711496,0,0,428,31,0,0,0,0,1,0,0.932461874,0.067538126,2,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2fly1,Shrub1E2,2Shrub1E2,Shrub1E2LOW,fly,2,Shrubland2,Shrubland.canola2,Shrubland2edge,HF,43,Muscidae,Muscidae,Musca,NA,U,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,459,aster,31,2387.8916,0.012982164,0,0,428,31,0,0,0,0,1,0,0.932461874,0.067538126,2,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2wasp1,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,543,prot,18,1472.25,0.012226184,0,0,18,525,0,0,0,0,1,0,0.033149171,0.966850829,2,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2wasp1,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,543,aster,525,2387.8916,0.219859226,0,0,18,525,0,0,0,0,1,0,0.033149171,0.966850829,2,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2wasp2,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,205,aster,205,2387.8916,0.085849793,0,0,0,205,0,0,0,0,1,0,0,1,1,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2wasp3,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,277,aster,196,2387.8916,0.082080778,72,0,9,196,0,0,0,0,0.740072202,0.259927798,0.032490975,0.707581227,3,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2wasp3,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,277,b.napus,72,2283.1043,0.03153601,72,0,9,196,0,0,0,0,0.740072202,0.259927798,0.032490975,0.707581227,3,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
2Shrub1E2wasp3,Shrub1E2,2Shrub1E2,Shrub1E2LOW,bee,2,Shrubland2,Shrubland.canola2,Shrubland2edge,Neo,3,Colletidae,Colletidae,Neopasiphae,NA,F,-29.347367,116.169167,Shrubland,LOW,ShrublandLOW,Shrubland.canola,canola,w,edge,277,prot,9,1472.25,0.006113092,72,0,9,196,0,0,0,0,0.740072202,0.259927798,0.032490975,0.707581227,3,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.12444,25,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close
