insectID,site,trip.site,location,taxa,trip,ec,trip.ec,morpho,new.morpho,toby.morpho,morpho.order,family,genus,species,sex,l.context,site.type,wood.crop,veg,shrubs,trees,dom.under,canopy,soil,debris,flow.cov,canola.cov,dist,scdist,native.veg,ag.field,year,changeover,zone100,zone50,zone200,freq,Species,Simp
1Shrub1CAN1bee2,1shrub1can1,11shrub1can1,1shr,bee,1,crop,1crop,2,5,5,25,Halictidae,Lasioglossum,NA,F,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.112114,1.579029,1,no,NA,NA,NA,1,Lasioglossum sp2,Lasio2
1Shrub1CAN1bee3,1shrub1can1,11shrub1can1,1shr,bee,1,crop,1crop,2,5,5,25,Halictidae,Lasioglossum,NA,F,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.112114,1.579029,1,no,NA,NA,NA,1,Lasioglossum sp2,Lasio2
1Shrub1CAN1fly1,1shrub1can1,11shrub1can1,1shr,fly,1,crop,1crop,SF,SF,SF,41,Syrphidae,NA,NA,U,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.112114,1.579029,1,no,NA,NA,NA,1,Melangyna collatus complex,SF
1Shrub1CAN2bee1,1shrub1can2,11shrub1can2,1shr,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.112114,1.579029,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Shrub1CAN2bee2,1shrub1can2,11shrub1can2,1shr,bee,1,crop,1crop,5,5,5,NA,,,,,canola,w,crop,canola,0,0,crop,low,0,0,0.8,80,NA,NA,0.112114,1.579029,1,no,NA,NA,NA,1,Lasioglossum sp2,Lasio2
1Shrub1E1bee1,1shrub1e1,11shrub1e1,1shr,bee,1,edge,1edge,14,14,14,7,Colletidae,Leoproctus,NA,F,canola,w,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,80,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close,1,Leioproctus sp18,Leio18
1Shrub1E1bee2,1shrub1e1,11shrub1e1,1shr,bee,1,edge,1edge,14,14,14,7,Colletidae,NA,NA,F,canola,w,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,80,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close,1,Leioproctus sp18,Leio18
1Shrub1E1bee3,1shrub1e1,11shrub1e1,1shr,bee,1,edge,1edge,4,4c,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,80,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Shrub1E1bee4,1shrub1e1,11shrub1e1,1shr,bee,1,edge,1edge,4,4d,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,80,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Shrub1E1fly1,1shrub1e1,11shrub1e1,1shr,fly,1,edge,1edge,SF,SF3,SF,41,Syrphidae,NA,NA,M,canola,w,wood,YGJ,18,10,native forbs,low,0.4,0.6,0.14222,80,15.42,0.01542,0.112114,1.579029,1,yes,close,close,close,1,Melangyna collatus complex,SF
1Shrub1E2bee1,1shrub1e2,11shrub1e2,1shr,bee,1,edge,1edge,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.10667,80,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close,1,Apis mellifera,Apis
1Shrub1E2bee2,1shrub1e2,11shrub1e2,1shr,bee,1,edge,1edge,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.10667,80,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close,1,Apis mellifera,Apis
1Shrub1E2bee3,1shrub1e2,11shrub1e2,1shr,bee,1,edge,1edge,14,14,14,7,Colletidae,NA,NA,M,canola,w,wood,YGJ,13,5,native forbs,low,0.3,0.4,0.10667,80,29.22,0.02922,0.112114,1.579029,1,yes,close,close,close,1,Leioproctus sp18,Leio18
1Xan1C1bee2,1xan1c1,11xan1c1,1xan,bee,1,core,1core,4,4c,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,0,36,native forbs,mid,0.15,0.4,0.08889,100,114.96,0.11496,3.071285,1.124403,1,yes,far,far,close,1,Leioproctus sp15,Leio15
1Xan1C1bee3,1xan1c1,11xan1c1,1xan,bee,1,core,1core,4,4,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,0,36,native forbs,mid,0.15,0.4,0.08889,100,114.96,0.11496,3.071285,1.124403,1,yes,far,far,close,1,Leioproctus sp15,Leio15
1Xan1C1bee4,1xan1c1,11xan1c1,1xan,bee,1,core,1core,4,4d,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,0,36,native forbs,mid,0.15,0.4,0.08889,100,114.96,0.11496,3.071285,1.124403,1,yes,far,far,close,1,Leioproctus sp15,Leio15
1Xan1C1bee5,1xan1c1,11xan1c1,1xan,bee,1,core,1core,11,2,2,5,Colletidae,NA,NA,F,canola,w,wood,YGJ,0,36,native forbs,mid,0.15,0.4,0.08889,100,114.96,0.11496,3.071285,1.124403,1,yes,far,far,close,1,Leioproctus sp21,Leio21
1Xan1C1bee6,1xan1c1,11xan1c1,1xan,bee,1,core,1core,4,4d,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,0,36,native forbs,mid,0.15,0.4,0.08889,100,114.96,0.11496,3.071285,1.124403,1,yes,far,far,close,1,Leioproctus sp15,Leio15
1Xan1C2bee1,1xan1c2,11xan1c2,1xan,bee,1,core,1core,4,4,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,1,9,native forbs,mid,0.3,0.8,0.12444,100,133.72,0.13372,3.071285,1.124403,1,yes,far,far,close,1,Leioproctus sp15,Leio15
1Xan1C2bee2,1xan1c2,11xan1c2,1xan,bee,1,core,1core,4,4,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,1,9,native forbs,mid,0.3,0.8,0.12444,100,133.72,0.13372,3.071285,1.124403,1,yes,far,far,close,1,Leioproctus sp15,Leio15
1Xan1C2bee3,1xan1c2,11xan1c2,1xan,bee,1,core,1core,4,4,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,1,9,native forbs,mid,0.3,0.8,0.12444,100,133.72,0.13372,3.071285,1.124403,1,yes,far,far,close,1,Leioproctus sp15,Leio15
1Xan1C2bee4,1xan1c2,11xan1c2,1xan,bee,1,core,1core,4,4d,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,1,9,native forbs,mid,0.3,0.8,0.12444,100,133.72,0.13372,3.071285,1.124403,1,yes,far,far,close,1,Leioproctus sp15,Leio15
1Xan1C2bee5,1xan1c2,11xan1c2,1xan,bee,1,core,1core,2,4d,4,25,Halictidae,Lasioglossum,NA,F,canola,w,wood,YGJ,1,9,native forbs,mid,0.3,0.8,0.12444,100,133.72,0.13372,3.071285,1.124403,1,yes,far,far,close,1,Leioproctus sp15,Leio15
1Xan1CAN1bee1,1xan1can1,11xan1can1,1xan,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,3.071285,1.124403,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Xan1CAN1bee2,1xan1can1,11xan1can1,1xan,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,3.071285,1.124403,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Xan1CAN2bee1,1xan1can2,11xan1can2,1xan,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,3.071285,1.124403,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Xan1CAN2bee2,1xan1can2,11xan1can2,1xan,bee,1,crop,1crop,16,16,16,10,Colletidae,NA,NA,M,canola,w,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,3.071285,1.124403,1,no,NA,NA,NA,1,Leioproctus sp22,Leio22
1Xan1CAN2bee3,1xan1can2,11xan1can2,1xan,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,3.071285,1.124403,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Xan1CAN2fly1,1xan1can2,11xan1can2,1xan,fly,1,crop,1crop,SF,SF3,SF,41,Syrphidae,NA,NA,U,canola,w,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,3.071285,1.124403,1,no,NA,NA,NA,1,Melangyna collatus complex,SF
1Xan1E1bee1,1xan1e1,11xan1e1,1xan,bee,1,edge,1edge,4,4,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,7,35,native forbs,mid,0.3,0.6,0.01778,100,12.26,0.01226,3.071285,1.124403,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Xan1E1bee2,1xan1e1,11xan1e1,1xan,bee,1,edge,1edge,4,4d,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,7,35,native forbs,mid,0.3,0.6,0.01778,100,12.26,0.01226,3.071285,1.124403,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Xan1E1bee3,1xan1e1,11xan1e1,1xan,bee,1,edge,1edge,4,4c,4,9,Colletidae,NA,NA,F,canola,w,wood,YGJ,7,35,native forbs,mid,0.3,0.6,0.01778,100,12.26,0.01226,3.071285,1.124403,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Xan1E1bee4,1xan1e1,11xan1e1,1xan,bee,1,edge,1edge,4,4,4,9,Colletidae,NA,NA,F,canola,w,wood,YGJ,7,35,native forbs,mid,0.3,0.6,0.01778,100,12.26,0.01226,3.071285,1.124403,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Xan1E1fly1,1xan1e1,11xan1e1,1xan,fly,1,edge,1edge,HF,FHF,FHF,43,Muscidae,Musca,NA,U,canola,w,wood,YGJ,7,35,native forbs,mid,0.3,0.6,0.01778,100,12.26,0.01226,3.071285,1.124403,1,yes,close,close,close,1,Calliphoridae sp1,BF2
1Xan1E1fly2,1xan1e1,11xan1e1,1xan,fly,1,edge,1edge,TF,TF,AP,44,Tiny fly,NA,NA,U,canola,w,wood,YGJ,7,35,native forbs,mid,0.3,0.6,0.01778,100,12.26,0.01226,3.071285,1.124403,1,yes,close,close,close,1,Aphoideae sp1,Aphid
1Xan1E2bee1,1xan1e2,11xan1e2,1xan,bee,1,edge,1edge,4,4b,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,4,21,native forbs,mid,0.2,0.6,0.08444,100,39.87,0.03987,3.071285,1.124403,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Xan1E2bee2,1xan1e2,11xan1e2,1xan,bee,1,edge,1edge,4,4d,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,4,21,native forbs,mid,0.2,0.6,0.08444,100,39.87,0.03987,3.071285,1.124403,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Xan1E2wasp1,1xan1e2,11xan1e2,1xan,wasp,1,edge,1edge,IW,IW,IW,26,Ichneumonidae,NA,NA,U,canola,w,wood,YGJ,4,21,native forbs,mid,0.2,0.6,0.08444,100,39.87,0.03987,3.071285,1.124403,1,yes,close,close,close,1,Ichneumonidae sp1,IW
1Xan2C1bee1,1xan2c1,11xan2c1,1xan,bee,1,core,1core,4,4,4,9,Colletidae,NA,NA,M,wheat,w,wood,YGJ,4,4,native forbs,high,0.25,0.6,0.27556,NA,171.1,0.1711,3.071285,0.624891,1,no,far,far,close,1,Leioproctus sp15,Leio15
1Xan2C1bee2,1xan2c1,11xan2c1,1xan,bee,1,core,1core,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,4,4,native forbs,high,0.25,0.6,0.27556,NA,171.1,0.1711,3.071285,0.624891,1,no,far,far,close,1,Apis mellifera,Apis
1Xan2C1bee3,1xan2c1,11xan2c1,1xan,bee,1,core,1core,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,4,4,native forbs,high,0.25,0.6,0.27556,NA,171.1,0.1711,3.071285,0.624891,1,no,far,far,close,1,Apis mellifera,Apis
1Xan2C1bee4,1xan2c1,11xan2c1,1xan,bee,1,core,1core,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,4,4,native forbs,high,0.25,0.6,0.27556,NA,171.1,0.1711,3.071285,0.624891,1,no,far,far,close,1,Apis mellifera,Apis
1Xan2C1beetle1,1xan2c1,11xan2c1,1xan,beetle,1,core,1core,BB,TBB,LBB,38,Black,NA,NA,U,wheat,w,wood,YGJ,4,4,native forbs,high,0.25,0.6,0.27556,NA,171.1,0.1711,3.071285,0.624891,1,no,far,far,close,1,Dermestidae sp1,Derm1
1Xan2C1wasp1,1xan2c1,11xan2c1,1xan,bee,1,core,1core,Neo,Neo,Neo,3,Colletidae,Neopasiphae,NA,F,wheat,w,wood,YGJ,4,4,native forbs,high,0.25,0.6,0.27556,NA,171.1,0.1711,3.071285,0.624891,1,no,far,far,close,1,Neopasiphae mirabills,Neo
1Xan2E1bee1,1xan2e1,11xan2e1,1xan,bee,1,edge,1edge,4,2,2,9,Colletidae,NA,NA,M,wheat,w,wood,YGJ,1,8,native forbs,high,0.2,0.6,0.12444,NA,39.05,0.03905,3.071285,0.624891,1,no,close,close,close,1,Leioproctus sp21,Leio21
1Xan2E1bee2,1xan2e1,11xan2e1,1xan,bee,1,edge,1edge,4,2,2,9,Colletidae,NA,NA,M,wheat,w,wood,YGJ,1,8,native forbs,high,0.2,0.6,0.12444,NA,39.05,0.03905,3.071285,0.624891,1,no,close,close,close,1,Leioproctus sp21,Leio21
1Xan2E1bee3,1xan2e1,11xan2e1,1xan,bee,1,edge,1edge,4,4e,4,9,Colletidae,NA,NA,F,wheat,w,wood,YGJ,1,8,native forbs,high,0.2,0.6,0.12444,NA,39.05,0.03905,3.071285,0.624891,1,no,close,close,close,1,Leioproctus sp15,Leio15
1Xan2E1bee4,1xan2e1,11xan2e1,1xan,bee,1,edge,1edge,1,1b,1b,21,Colletidae,NA,NA,F,wheat,w,wood,YGJ,1,8,native forbs,high,0.2,0.6,0.12444,NA,39.05,0.03905,3.071285,0.624891,1,no,close,close,close,1,Leioproctus sp16,Leio16
1Xan2E1bee5,1xan2e1,11xan2e1,1xan,bee,1,edge,1edge,4,1b,1b,9,Colletidae,NA,NA,F,wheat,w,wood,YGJ,1,8,native forbs,high,0.2,0.6,0.12444,NA,39.05,0.03905,3.071285,0.624891,1,no,close,close,close,1,Leioproctus sp16,Leio16
1Xan2E1bee6,1xan2e1,11xan2e1,1xan,bee,1,edge,1edge,1,1b,1b,NA,,,,,wheat,w,wood,YGJ,1,8,native forbs,high,0.2,0.6,0.12444,NA,39.05,0.03905,3.071285,0.624891,1,no,close,close,close,1,Leioproctus sp16,Leio16
1Xan2E1fly1,1xan2e1,11xan2e1,1xan,fly,1,edge,1edge,HvF,HvF2,HvF2,42,Bombyliidae,NA,NA,U,wheat,w,wood,YGJ,1,8,native forbs,high,0.2,0.6,0.12444,NA,39.05,0.03905,3.071285,0.624891,1,no,close,close,close,1,Sisyromyia sp1,HvF4
1Xan2E2bee1,1xan2e2,11xan2e2,1xan,bee,1,edge,1edge,4,4,4,9,Colletidae,NA,NA,M,wheat,w,wood,YGJ,4,4,native forbs,high,0.3,0.4,0.08,NA,16.13,0.01613,3.071285,0.624891,1,no,close,close,close,1,Leioproctus sp15,Leio15
1Xan2E2bee2,1xan2e2,11xan2e2,1xan,bee,1,edge,1edge,4,4,4,9,Colletidae,NA,NA,F,wheat,w,wood,YGJ,4,4,native forbs,high,0.3,0.4,0.08,NA,16.13,0.01613,3.071285,0.624891,1,no,close,close,close,1,Leioproctus sp15,Leio15
1Xan2E2bee3,1xan2e2,11xan2e2,1xan,bee,1,edge,1edge,4,4,4,9,Colletidae,NA,NA,F,wheat,w,wood,YGJ,4,4,native forbs,high,0.3,0.4,0.08,NA,16.13,0.01613,3.071285,0.624891,1,no,close,close,close,1,Leioproctus sp15,Leio15
1Xan2E2bee4,1xan2e2,11xan2e2,1xan,bee,1,edge,1edge,9,2,2,21,Colletidae,Leoproctus,NA,F,wheat,w,wood,YGJ,4,4,native forbs,high,0.3,0.4,0.08,NA,16.13,0.01613,3.071285,0.624891,1,no,close,close,close,1,Leioproctus sp21,Leio21
1Xan2E2bee5,1xan2e2,11xan2e2,1xan,bee,1,edge,1edge,4,4,4,9,Colletidae,NA,NA,M,wheat,w,wood,YGJ,4,4,native forbs,high,0.3,0.4,0.08,NA,16.13,0.01613,3.071285,0.624891,1,no,close,close,close,1,Leioproctus sp15,Leio15
1Xan2E2beetle1,1xan2e2,11xan2e2,1xan,beetle,1,edge,1edge,BB,BB,BBB,38,Black,NA,NA,U,wheat,w,wood,YGJ,4,4,native forbs,high,0.3,0.4,0.08,NA,16.13,0.01613,3.071285,0.624891,1,no,close,close,close,1,Phlogistus sp2,Phlo2
1Xan2E2fly1,1xan2e2,11xan2e2,1xan,fly,1,edge,1edge,TF,TF,AP,44,Tiny fly,NA,NA,U,wheat,w,wood,YGJ,4,4,native forbs,high,0.3,0.4,0.08,NA,16.13,0.01613,3.071285,0.624891,1,no,close,close,close,1,Aphoideae sp1,Aphid
1Xan2E2fly2,1xan2e2,11xan2e2,1xan,fly,1,edge,1edge,TF,TF,AP,44,Tiny fly,NA,NA,U,wheat,w,wood,YGJ,4,4,native forbs,high,0.3,0.4,0.08,NA,16.13,0.01613,3.071285,0.624891,1,no,close,close,close,1,Aphoideae sp1,Aphid
1Xan2E2fly3,1xan2e2,11xan2e2,1xan,fly,1,edge,1edge,TF,TF,AP,44,Tiny fly,NA,NA,U,wheat,w,wood,YGJ,4,4,native forbs,high,0.3,0.4,0.08,NA,16.13,0.01613,3.071285,0.624891,1,no,close,close,close,1,Aphoideae sp1,Aphid
1Xan2E2fly4,1xan2e2,11xan2e2,1xan,fly,1,edge,1edge,TF,TF,AP,44,Tiny fly,NA,NA,U,wheat,w,wood,YGJ,4,4,native forbs,high,0.3,0.4,0.08,NA,16.13,0.01613,3.071285,0.624891,1,no,close,close,close,1,Aphoideae sp1,Aphid
1Xan2E2fly5,1xan2e2,11xan2e2,1xan,fly,1,edge,1edge,TF,TF,AP,44,Tiny fly,NA,NA,U,wheat,w,wood,YGJ,4,4,native forbs,high,0.3,0.4,0.08,NA,16.13,0.01613,3.071285,0.624891,1,no,close,close,close,1,Aphoideae sp1,Aphid
21bow1c1bee1,2bow1c1,21bow1c1,2bow,,1,core,1core,,HB,HB,NA,,,,,wheat,c/w,wood,YGJ,15,14,native forbs,mid,0.05,0.6,0.15556,NA,176.34,0.17634,3.353884,0.198596,2,yes,far,far,close,1,Apis mellifera,Apis
21bow1c1bee2,2bow1c1,21bow1c1,2bow,,1,core,1core,,Neo4,Neo,NA,,,,,wheat,c/w,wood,YGJ,15,14,native forbs,mid,0.05,0.6,0.15556,NA,176.34,0.17634,3.353884,0.198596,2,yes,far,far,close,1,Neopasiphae mirabills,Neo
21bow1c1bee3,2bow1c1,21bow1c1,2bow,,1,core,1core,,HB,HB,NA,,,,,wheat,c/w,wood,YGJ,15,14,native forbs,mid,0.05,0.6,0.15556,NA,176.34,0.17634,3.353884,0.198596,2,yes,far,far,close,1,Apis mellifera,Apis
21bow1c1bee4,2bow1c1,21bow1c1,2bow,,1,core,1core,,Neo3,Neo,NA,,,,,wheat,c/w,wood,YGJ,15,14,native forbs,mid,0.05,0.6,0.15556,NA,176.34,0.17634,3.353884,0.198596,2,yes,far,far,close,1,Neopasiphae mirabills,Neo
21bow1c1bee5,2bow1c1,21bow1c1,2bow,,1,core,1core,,HB,HB,NA,,,,,wheat,c/w,wood,YGJ,15,14,native forbs,mid,0.05,0.6,0.15556,NA,176.34,0.17634,3.353884,0.198596,2,yes,far,far,close,1,Apis mellifera,Apis
21bow1c1bee6,2bow1c1,21bow1c1,2bow,,1,core,1core,,HB,HB,NA,,,,,wheat,c/w,wood,YGJ,15,14,native forbs,mid,0.05,0.6,0.15556,NA,176.34,0.17634,3.353884,0.198596,2,yes,far,far,close,1,Apis mellifera,Apis
21bow1c1bee7,2bow1c1,21bow1c1,2bow,,1,core,1core,,Neo3,Neo,NA,,,,,wheat,c/w,wood,YGJ,15,14,native forbs,mid,0.05,0.6,0.15556,NA,176.34,0.17634,3.353884,0.198596,2,yes,far,far,close,1,Neopasiphae mirabills,Neo
21bow1c1bee8,2bow1c1,21bow1c1,2bow,,1,core,1core,,HB,HB,NA,,,,,wheat,c/w,wood,YGJ,15,14,native forbs,mid,0.05,0.6,0.15556,NA,176.34,0.17634,3.353884,0.198596,2,yes,far,far,close,1,Apis mellifera,Apis
21bow1c1bee9,2bow1c1,21bow1c1,2bow,,1,core,1core,,5c,7c,NA,,,,,wheat,c/w,wood,YGJ,15,14,native forbs,mid,0.05,0.6,0.15556,NA,176.34,0.17634,3.353884,0.198596,2,yes,far,far,close,1,Lasioglossum sp1,Lasio1
21bow1c1wasp1,2bow1c1,21bow1c1,2bow,,1,core,1core,,Wasp6,Wasp6,NA,,,,,wheat,c/w,wood,YGJ,15,14,native forbs,mid,0.05,0.6,0.15556,NA,176.34,0.17634,3.353884,0.198596,2,yes,far,far,close,1,Hymenoptera wasp6,Wasp6
21bow1e1bee1,2bow!1e1,21bow!1e1,2bow,,1,edge,1edge,,4c,4,NA,,,,,wheat,c/w,wood,YGJ,10,6,native forbs,high,0.1,0.6,0.17778,NA,39.67,0.03967,3.353884,0.198596,2,yes,close,close,close,1,Leioproctus sp15,Leio15
21bow1e1bee2,2bow!1e1,21bow!1e1,2bow,,1,edge,1edge,,31,38,NA,,,,,wheat,c/w,wood,YGJ,10,6,native forbs,high,0.1,0.6,0.17778,NA,39.67,0.03967,3.353884,0.198596,2,yes,close,close,close,1,Hylaeus desertoris,H.des
21bow1e1bee3,2bow!1e1,21bow!1e1,2bow,,1,edge,1edge,,Neo,Neo,NA,,,,,wheat,c/w,wood,YGJ,10,6,native forbs,high,0.1,0.6,0.17778,NA,39.67,0.03967,3.353884,0.198596,2,yes,close,close,close,1,Neopasiphae mirabills,Neo
21bow1e1bee4,2bow!1e1,21bow!1e1,2bow,,1,edge,1edge,,Neo1,Neo,NA,,,,,wheat,c/w,wood,YGJ,10,6,native forbs,high,0.1,0.6,0.17778,NA,39.67,0.03967,3.353884,0.198596,2,yes,close,close,close,1,Neopasiphae mirabills,Neo
21bow1e1bee5,2bow!1e1,21bow!1e1,2bow,,1,edge,1edge,,Neo,Neo,NA,,,,,wheat,c/w,wood,YGJ,10,6,native forbs,high,0.1,0.6,0.17778,NA,39.67,0.03967,3.353884,0.198596,2,yes,close,close,close,1,Neopasiphae mirabills,Neo
21bow1e1bee6,2bow!1e1,21bow!1e1,2bow,,1,edge,1edge,,HB,HB,NA,,,,,wheat,c/w,wood,YGJ,10,6,native forbs,high,0.1,0.6,0.17778,NA,39.67,0.03967,3.353884,0.198596,2,yes,close,close,close,1,Apis mellifera,Apis
21bow1e1bee7,2bow!1e1,21bow!1e1,2bow,,1,edge,1edge,,HB,HB,NA,,,,,wheat,c/w,wood,YGJ,10,6,native forbs,high,0.1,0.6,0.17778,NA,39.67,0.03967,3.353884,0.198596,2,yes,close,close,close,1,Apis mellifera,Apis
21bow1e1wasp1,2bow!1e1,21bow!1e1,2bow,,1,edge,1edge,,IW,IW,NA,,,,,wheat,c/w,wood,YGJ,10,6,native forbs,high,0.1,0.6,0.17778,NA,39.67,0.03967,3.353884,0.198596,2,yes,close,close,close,1,Ichneumonidae sp1,IW
21bow1e2bee1,2bow!1e2,21bow!1e2,2bow,,1,edge,1edge,,LMB,LMB,NA,,,,,wheat,c/w,wood,YGJ,12,6,native forbs,high,0.3,0.4,0.11111,NA,28.76,0.02876,3.353884,0.198596,2,yes,close,close,close,1,Hylaeus sp2,H2
21bow1e2bee2,2bow!1e2,21bow!1e2,2bow,,1,edge,1edge,,Neo,Neo,NA,,,,,wheat,c/w,wood,YGJ,12,6,native forbs,high,0.3,0.4,0.11111,NA,28.76,0.02876,3.353884,0.198596,2,yes,close,close,close,1,Neopasiphae mirabills,Neo
21bow1e2bee3,2bow!1e2,21bow!1e2,2bow,,1,edge,1edge,,Neo,Neo,NA,,,,,wheat,c/w,wood,YGJ,12,6,native forbs,high,0.3,0.4,0.11111,NA,28.76,0.02876,3.353884,0.198596,2,yes,close,close,close,1,Neopasiphae mirabills,Neo
21bow1e2bee4,2bow!1e2,21bow!1e2,2bow,,1,edge,1edge,,Neo,Neo,NA,,,,,wheat,c/w,wood,YGJ,12,6,native forbs,high,0.3,0.4,0.11111,NA,28.76,0.02876,3.353884,0.198596,2,yes,close,close,close,1,Neopasiphae mirabills,Neo
21bow1e2bee5,2bow!1e2,21bow!1e2,2bow,,1,edge,1edge,,Neo,Neo,NA,,,,,wheat,c/w,wood,YGJ,12,6,native forbs,high,0.3,0.4,0.11111,NA,28.76,0.02876,3.353884,0.198596,2,yes,close,close,close,1,Neopasiphae mirabills,Neo
21bow1e2bee6,2bow!1e2,21bow!1e2,2bow,,1,edge,1edge,,Neo1,Neo,NA,,,,,wheat,c/w,wood,YGJ,12,6,native forbs,high,0.3,0.4,0.11111,NA,28.76,0.02876,3.353884,0.198596,2,yes,close,close,close,1,Neopasiphae mirabills,Neo
21bow1e2bee7,2bow!1e2,21bow!1e2,2bow,,1,edge,1edge,,HB,HB,NA,,,,,wheat,c/w,wood,YGJ,12,6,native forbs,high,0.3,0.4,0.11111,NA,28.76,0.02876,3.353884,0.198596,2,yes,close,close,close,1,Apis mellifera,Apis
21bow1e2bee8,2bow!1e2,21bow!1e2,2bow,,1,edge,1edge,,Neo1,Neo,NA,,,,,wheat,c/w,wood,YGJ,12,6,native forbs,high,0.3,0.4,0.11111,NA,28.76,0.02876,3.353884,0.198596,2,yes,close,close,close,1,Neopasiphae mirabills,Neo
21bow1e2bee9,2bow!1e2,21bow!1e2,2bow,,1,edge,1edge,,Neo2,Neo,NA,,,,,wheat,c/w,wood,YGJ,12,6,native forbs,high,0.3,0.4,0.11111,NA,28.76,0.02876,3.353884,0.198596,2,yes,close,close,close,1,Neopasiphae mirabills,Neo
21bow1e2beetle1,2bow!1e2,21bow!1e2,2bow,,1,edge,1edge,,GB,GB,NA,,,,,wheat,c/w,wood,YGJ,12,6,native forbs,high,0.3,0.4,0.11111,NA,28.76,0.02876,3.353884,0.198596,2,yes,close,close,close,1,Phlogistus sp1,Phlo1
21bow1e2beetle2,2bow!1e2,21bow!1e2,2bow,,1,edge,1edge,,GB,GB,NA,,,,,wheat,c/w,wood,YGJ,12,6,native forbs,high,0.3,0.4,0.11111,NA,28.76,0.02876,3.353884,0.198596,2,yes,close,close,close,1,Phlogistus sp1,Phlo1
21bow2c1bee1,2bow2c1,21bow2c1,2bow,,1,core,1core,,116,2h,NA,,,,,canola,c/w,wood,YGJ,7,10,native forbs,high,0.5,0.8,0.23556,40,329.39,0.32939,3.353884,0.81269074,2,no,far,far,far,1,Leioproctus sp19,Leio19
21bow2c1bee10,2bow2c1,21bow2c1,2bow,,1,core,1core,,11,11,NA,,,,,canola,c/w,wood,YGJ,7,10,native forbs,high,0.5,0.8,0.23556,40,329.39,0.32939,3.353884,0.81269074,2,no,far,far,far,1,Leioproctus sp3,Leio3
